epoch,loss,policy_acc,policy_loss,val_loss,val_policy_acc,val_policy_loss,val_value_acc,val_value_loss,value_acc,value_loss
0,6.58613685836792,0.00635,5.7106233,5.985098692779541,0.00781,5.6609607,0.60149,0.2398669,0.5978,0.24436459
1,5.504771777191162,0.02861,5.1301885,5.651767060241699,0.03195,5.247872,0.60149,0.23970456,0.60577,0.23889014
2,5.264197602081299,0.04287,4.879869,5.355754640808105,0.04567,4.975977,0.60149,0.23970446,0.60577,0.23887034
3,5.195819499969482,0.0467,4.820219,5.322575837860107,0.04789,4.9502172,0.60149,0.23970509,0.60577,0.2388717
4,5.156863514709473,0.04983,4.788318,5.287969516906738,0.05218,4.920776,0.60149,0.23970494,0.60577,0.23887287
5,5.158649859466553,0.04944,4.794217,5.227329960327149,0.05342,4.8684745,0.60149,0.23968789,0.60301,0.23940107
6,5.123771348876953,0.05251,4.7635283,5.15104960357666,0.05741,4.7923822,0.60149,0.23968779,0.60301,0.2394012
7,5.10094096282959,0.05447,4.7414064,5.154149923248291,0.05966,4.7969856,0.60149,0.23968777,0.60301,0.23940174
8,5.0804878694152835,0.05633,4.7217784,5.1084765814208986,0.05817,4.749256,0.60149,0.23968798,0.60301,0.23940197
9,5.066984308776855,0.05947,4.705272,5.136404115753174,0.0598,4.7726865,0.60149,0.23968792,0.60301,0.23940176
10,5.08004330291748,0.0595,4.7201586,5.090220362091064,0.05497,4.730828,0.60149,0.23971604,0.60274,0.23946993
11,5.05262106918335,0.06368,4.692229,5.0369850575256345,0.05858,4.6768293,0.60149,0.2397161,0.60274,0.23947445
12,5.0359214880371095,0.06697,4.6737995,5.060950648803711,0.05757,4.697728,0.60149,0.2397161,0.60274,0.23947413
13,5.0220174108886715,0.0691,4.6578865,5.01671998916626,0.0641,4.6514378,0.60149,0.23971607,0.60274,0.23947391
14,5.012109417724609,0.0733,4.6455135,5.01939693283081,0.06703,4.65296,0.60149,0.23971604,0.60274,0.23947357
15,5.034823055267334,0.0715,4.6721277,5.0006148532104495,0.07199,4.637978,0.60149,0.23968609,0.60505,0.23895873
16,5.012183842010498,0.07551,4.6479554,5.034530073699951,0.07552,4.668546,0.60149,0.23968582,0.60505,0.2389573
17,4.999196669311523,0.08186,4.627902,5.028074153747559,0.07913,4.656887,0.60149,0.23968388,0.60505,0.23904815
18,4.987495524597168,0.08728,4.613921,5.010291453247071,0.08672,4.6349587,0.60149,0.23968475,0.60505,0.23900737
19,4.972472755432129,0.09363,4.5963445,5.024329388732911,0.09376,4.6454678,0.60149,0.239685,0.60505,0.23895423
0,4.996194229888916,0.09642,4.6201377,4.960140260314941,0.10271,4.5834455,0.60149,0.23985775,0.6065,0.2387023
1,4.968727033843994,0.10446,4.5891905,4.97728837600708,0.11668,4.595603,0.60149,0.23985721,0.6065,0.2386948
2,4.951633180847168,0.11367,4.565692,4.963606779174805,0.12849,4.5743814,0.60149,0.23985665,0.6065,0.23869441
3,4.933635475769043,0.12507,4.5417504,4.9424470753479,0.13078,4.5468493,0.60149,0.23985586,0.6065,0.23869406
4,4.918774959869385,0.1349,4.5203238,4.907467630767822,0.14473,4.505479,0.60149,0.23985541,0.6065,0.2386937
5,4.947291827850342,0.13887,4.5485125,4.925595103302002,0.15831,4.5246325,0.60149,0.23968594,0.59999,0.24000528
6,4.913468101043701,0.14883,4.511809,4.922933996887207,0.16452,4.5173755,0.60149,0.23968583,0.59999,0.23999766
7,4.893031434173584,0.15684,4.484655,4.919996559906006,0.16839,4.5069513,0.60149,0.23968586,0.59999,0.23999768
8,4.875618496856689,0.16465,4.4614363,4.924146589660644,0.17243,4.506528,0.60149,0.23968615,0.59999,0.23999768
9,4.853993751373291,0.17009,4.436043,4.898787144622803,0.18262,4.4791856,0.60149,0.23968655,0.59999,0.23999754
10,4.904609715423584,0.1686,4.4902205,4.909562085723877,0.16919,4.497102,0.60149,0.2396981,0.60531,0.2389573
11,4.8744032208251955,0.17261,4.458069,4.911818627166748,0.17431,4.494712,0.60149,0.23969774,0.60531,0.23895398
12,4.857867068328858,0.17699,4.437898,4.997217225952149,0.17236,4.5743313,0.60149,0.23969747,0.60531,0.23895352
13,4.840742493896484,0.18041,4.4180346,4.887516699981689,0.1817,4.4651346,0.60149,0.23969734,0.60531,0.23895304
14,4.826000305328369,0.18331,4.401618,4.848084668426513,0.18987,4.424601,0.60149,0.23969737,0.60531,0.2389527
15,4.878110933227539,0.17807,4.457915,4.817080205078125,0.19128,4.39615,0.60149,0.23968352,0.60118,0.23979862
16,4.8466808615112305,0.1814,4.426405,4.800515658416748,0.18954,4.3810067,0.60149,0.23968321,0.60118,0.23979872
17,4.8303675039672855,0.1848,4.408126,4.819591933288574,0.19114,4.397854,0.60149,0.23968323,0.60118,0.23979858
18,4.820903128204345,0.18647,4.3965898,4.805817022705078,0.19502,4.3826056,0.60149,0.2396835,0.60118,0.23979819
19,4.809899436035156,0.18725,4.3849163,4.802733927307129,0.19441,4.3780475,0.60149,0.23968302,0.60118,0.2397976
0,4.861075796051026,0.18236,4.440423,4.906628137359619,0.20186,4.4889293,0.60149,0.23968321,0.6033,0.23936088
1,4.8344498173522945,0.18578,4.413741,4.870382060852051,0.2079,4.448217,0.60149,0.23968321,0.6033,0.23936029
2,4.824377575531006,0.18764,4.401445,4.8293108358764645,0.20497,4.404768,0.60149,0.2396831,0.6033,0.2393601
3,4.812701428070068,0.189,4.3893003,4.82213434249878,0.19593,4.39561,0.60149,0.23968317,0.6033,0.23935983
4,4.807339522857666,0.19024,4.3826947,4.839171802825928,0.20372,4.4148545,0.60149,0.2396831,0.6033,0.2393596
5,4.83027031829834,0.19002,4.408268,4.792891352539063,0.19728,4.373957,0.60149,0.23969822,0.60066,0.23985964
6,4.808675148925781,0.19287,4.38611,4.795327998046875,0.19946,4.374375,0.60149,0.23969747,0.60066,0.23986001
7,4.798779675140381,0.19366,4.3743033,4.811772290191651,0.19282,4.389051,0.60149,0.23969705,0.60066,0.23985961
8,4.789743889770508,0.19595,4.364392,4.790688374328614,0.20269,4.3655505,0.60149,0.23969655,0.60066,0.23985928
9,4.780190727539063,0.19722,4.353372,4.826131952209472,0.19343,4.39963,0.60149,0.2396961,0.60066,0.23985897
10,4.822983093719483,0.19158,4.3997107,4.81713630355835,0.20075,4.397791,0.60149,0.23968315,0.60195,0.23963442
11,4.801864532623291,0.19385,4.379023,4.826022611541748,0.20387,4.405781,0.60149,0.23968315,0.60195,0.23962957
12,4.7882330090332035,0.1957,4.3645325,4.824037247009278,0.19919,4.400124,0.60149,0.2396834,0.60195,0.23962934
13,4.781858107910156,0.19526,4.356686,4.789187309875488,0.19937,4.365586,0.60149,0.23968321,0.60195,0.23962909
14,4.771308006286621,0.19662,4.3456736,4.8013658442687985,0.2069,4.3778157,0.60149,0.23968318,0.60195,0.2396292
15,4.835798479766845,0.19021,4.414085,4.861504655151367,0.19587,4.441997,0.60149,0.23968329,0.6032,0.23936534
16,4.809837083740234,0.19283,4.388623,4.86416068862915,0.20207,4.442862,0.60149,0.23968303,0.6032,0.23936488
17,4.800889429321289,0.19379,4.377887,4.82586086517334,0.21069,4.403798,0.60149,0.23968306,0.6032,0.2393648
18,4.792663638763428,0.19392,4.368777,4.833886826324463,0.20711,4.410927,0.60149,0.23968299,0.6032,0.23936473
19,4.786279786376953,0.19385,4.3617268,4.847359772033691,0.19533,4.4224453,0.60149,0.23968296,0.6032,0.23936455
0,4.828613212127686,0.19402,4.4069786,4.788556268463135,0.20903,4.367753,0.60149,0.23971236,0.60614,0.23878689
1,4.807085911560058,0.1925,4.385947,4.784273392791748,0.20927,4.362878,0.60149,0.23971234,0.60614,0.23878522
2,4.7984977960205075,0.19525,4.3754973,4.764835946044922,0.2085,4.3403683,0.60149,0.23971231,0.60614,0.23878473
3,4.78699903930664,0.19677,4.362664,4.757371346740722,0.20866,4.3336473,0.60149,0.23971234,0.60614,0.23878434
4,4.782950783843994,0.19604,4.3580093,4.762679857330323,0.20772,4.337666,0.60149,0.23971231,0.60614,0.23878399
5,4.827680408477783,0.19261,4.4047947,4.752698152313233,0.2053,4.3314037,0.60149,0.23969282,0.60078,0.23987687
6,4.806949886627197,0.19477,4.385448,4.752867462310791,0.20601,4.331541,0.60149,0.2396925,0.60078,0.23987702
7,4.7985291015625,0.19476,4.3756075,4.7559262864685055,0.20402,4.33247,0.60149,0.23969185,0.60078,0.23987688
8,4.789952960357666,0.19631,4.3651724,4.775276444702149,0.201,4.346882,0.60149,0.23969206,0.60078,0.23987691
9,4.781780445709228,0.19657,4.355488,4.776577541656494,0.20561,4.35061,0.60149,0.23969318,0.60078,0.23987667
10,4.824835346069336,0.19464,4.4024734,4.766977628936767,0.2025,4.3452034,0.60149,0.2396875,0.60221,0.23958272
11,4.803909031829834,0.19616,4.381378,4.809616868591308,0.18934,4.386742,0.60149,0.23968753,0.60221,0.23958296
12,4.793915584564209,0.19681,4.3700724,4.779736380157471,0.19804,4.3558445,0.60149,0.23968726,0.60221,0.23958296
13,4.78710942779541,0.19848,4.3620276,4.782899922485352,0.20034,4.358662,0.60149,0.23968731,0.60221,0.23958258
14,4.779776381988525,0.19839,4.354137,4.8199466796875,0.19011,4.3915796,0.60149,0.23968732,0.60221,0.23958234
15,4.829470161132813,0.19363,4.40562,4.764774523925781,0.20538,4.343,0.60149,0.23968418,0.60349,0.2392712
16,4.812668839721679,0.19567,4.3897605,4.806828311462402,0.18731,4.3824997,0.60149,0.23968397,0.60349,0.23926993
17,4.7989907965087895,0.19653,4.374601,4.7890353288269045,0.19992,4.363544,0.60149,0.239684,0.60349,0.2392698
18,4.795380669555664,0.19602,4.369479,4.794153578338623,0.2065,4.3687286,0.60149,0.23968422,0.60349,0.2392696
19,4.784702872161866,0.19865,4.358619,4.78451290145874,0.21302,4.3569007,0.60149,0.2396841,0.60349,0.23926944
