epoch,loss,policy_loss,val_loss,val_policy_loss,val_value_loss,value_loss
0,6.5901933895874025,5.362515,5.726909287194453,5.376605,0.23897083,0.24007939
1,5.047004723052979,4.685719,5.238137276187889,4.8780046,0.23897523,0.23906544
2,4.894791094512939,4.4987826,5.131938317182984,4.72158,0.2389304,0.23890029
3,4.648321731033326,4.201352,4.866306991973666,4.396912,0.23891792,0.23887981
4,4.605387751312255,4.1388683,4.430460115485608,3.964276,0.238911,0.23984705
5,4.307015380249023,3.8211095,4.349839494934977,3.852631,0.2389068,0.23984596
6,4.084270725936889,3.586664,4.290212024249501,3.7957509,0.23890738,0.23984684
7,3.9174060399627684,3.4135685,4.380881745169666,3.8845317,0.2389066,0.23984149
8,4.287391057434082,3.8135138,4.60543458217751,4.1454587,0.23890856,0.23987716
9,4.0643608092498775,3.5912447,4.433152881258332,3.9701257,0.23890668,0.2398749
10,3.879638673324585,3.4003475,4.440035792047789,3.9645908,0.23890692,0.2398747
11,3.735630986404419,3.2556505,4.517717751358618,4.044398,0.23890643,0.2398725
12,4.1346433647155765,3.679326,4.295082106264924,3.8485842,0.23906592,0.23872979
13,3.9205891481781006,3.4696233,4.28405008997236,3.8315825,0.23903286,0.23873241
14,3.757951156616211,3.3002079,4.263181568462966,3.8073905,0.23900823,0.238721
15,3.6295287448120117,3.1681304,4.316627716713114,3.854521,0.23902345,0.23872223
16,4.04944733795166,3.6027167,4.1927061815505855,3.7516475,0.23888361,0.23866406
17,3.854423833999634,3.4090543,4.270930143561698,3.824405,0.23887867,0.23866415
18,3.705756911010742,3.2531362,4.157067966105333,3.705465,0.23885715,0.23865566
19,3.588420333480835,3.1324553,4.21273414641301,3.7578351,0.23885313,0.2386553
20,3.985590758361816,3.5418289,4.12225366045417,3.684178,0.2388879,0.23933102
21,3.8018914267730715,3.3578644,4.155737751836716,3.7124205,0.23888662,0.23933154
22,3.659550718307495,3.2086434,4.094736587264136,3.6458797,0.23888522,0.23933011
23,3.5437458014678955,3.0910258,4.147179365158081,3.6969728,0.23888564,0.2393259
24,3.9301735555267334,3.4907396,4.419937703146863,3.9865856,0.23888128,0.23886614
25,3.758274101715088,3.3205018,4.13055319953829,3.693171,0.23888148,0.23886561
26,3.618177704849243,3.1757097,4.184743791246719,3.7431328,0.23888165,0.2388658
27,3.513052943649292,3.0666637,4.254451426615847,3.8072124,0.23887928,0.2388648
28,3.918258032684326,3.479236,4.180255111346621,3.749243,0.2388832,0.23939405
29,3.7387411714172365,3.301193,4.077881768568238,3.6420927,0.23888266,0.23939283
0,3.602113741607666,3.1597857,4.122838921384262,3.6796196,0.23888318,0.23939408
1,3.497699306716919,3.0492172,4.0773778147280595,3.6300113,0.2388835,0.23939478
2,3.8974835363006592,3.457319,4.146074805178368,3.7124689,0.23897387,0.23946427
3,3.726931247253418,3.2914152,4.0600605310915885,3.626629,0.23897351,0.23947074
4,3.593707650299072,3.154388,4.103366628384539,3.6637833,0.2389735,0.23947056
5,3.4877149632263182,3.0433528,4.010862481111149,3.56646,0.23897354,0.23946802
6,3.8805530661010743,3.445166,4.159867190348822,3.7299726,0.23890822,0.2389534
7,3.718329832458496,3.2849615,4.173301901136126,3.7394717,0.23890617,0.23894884
8,3.5924117364501953,3.1529975,4.242423562861201,3.8025372,0.23890917,0.23894869
9,3.4868255310821534,3.0425594,4.361738946137907,3.9174397,0.23890917,0.23894651
10,3.8612763780975343,3.4265113,4.064937107090248,3.634819,0.23889306,0.23935401
11,3.7050225605773925,3.2697766,4.013214075743263,3.5772836,0.23889129,0.23935339
12,3.5747759182739256,3.1349218,3.9740097621864856,3.5318105,0.23889108,0.23935235
13,3.4788662926483154,3.0324385,4.118797983442034,3.67232,0.23888962,0.2393526
14,3.851426184387207,3.414669,4.077156665228578,3.645476,0.23894961,0.23869845
15,3.695856570968628,3.2622325,3.987124795598516,3.553095,0.2389497,0.23868906
16,3.5708517364501953,3.1332471,4.11627942285558,3.678451,0.2389493,0.23868877
17,3.4717857724761965,3.0295813,4.051842738570435,3.6095104,0.2389484,0.23868836
18,3.8425116956329344,3.4072344,4.072260813672405,3.6421244,0.23891726,0.24000254
19,3.6954958135986327,3.259823,4.100374344061178,3.6659613,0.23891713,0.23999451
